rank,score,paper_id,title,abstract,abstract_full,authors,year,retrieved_at,classifier_functions
10,0.8356316685676575,astro-ph/0101543,Interpreting Debris from Satellite Disruption In External Galaxies,"We examine the detectability and interpretation of debris trails caused by
satellite disruption in external galaxies using semi-analytic approximations
for the dependence of streamer length, width and surface brightness on
satellite and primary galaxy characteristics. The semi-analytic method is
tested successfully against N-body simulations and then applied to three
representative astronomical applications. First, we show how streamer
properties can be used to estimate mass-to-light ratios $\Upsilon$ and streamer
ages of totally disrupted satellites, and apply the method to the stellar arc
in NGC 5907. Second, we discuss how the lack of observed tidal debris around a
satellite can provide an upper limit on its mass-loss rate, and, as an example,
derive the implied limits on mass-loss rates for M32 and NGC 205 around
Andromeda. Finally, we point out that a statistical analysis of streamer
properties might be applied to test and refine cosmological models of
hierarchical galaxy formation, and use the predicted debris from a standard
$\Lambda$CDM realization to test the feasibility of such a study. Using the
Local Group satellites and the few known examples of debris trails in the
Galaxy and in external systems, we estimate that the best current techniques
could characterize the brightest ($R < 29$ mag/ arcsec$^{2}$) portions of the
youngest (3 dynamical periods) debris streamers. If systematics can be
controlled, planned large-aperture telescopes such as CELT and OWL may allow
fainter trails to be detected routinely and thus used for statistical studies
such as those required for tests of galaxy formation.","We examine the detectability and interpretation of debris trails caused by
satellite disruption in external galaxies using semi-analytic approximations
for the dependence of streamer length, width and surface brightness on
satellite and primary galaxy characteristics. The semi-analytic method is
tested successfully against N-body simulations and then applied to three
representative astronomical applications. First, we show how streamer
properties can be used to estimate mass-to-light ratios $\Upsilon$ and streamer
ages of totally disrupted satellites, and apply the method to the stellar arc
in NGC 5907. Second, we discuss how the lack of observed tidal debris around a
satellite can provide an upper limit on its mass-loss rate, and, as an example,
derive the implied limits on mass-loss rates for M32 and NGC 205 around
Andromeda. Finally, we point out that a statistical analysis of streamer
properties might be applied to test and refine cosmological models of
hierarchical galaxy formation, and use the predicted debris from a standard
$\Lambda$CDM realization to test the feasibility of such a study. Using the
Local Group satellites and the few known examples of debris trails in the
Galaxy and in external systems, we estimate that the best current techniques
could characterize the brightest ($R < 29$ mag/ arcsec$^{2}$) portions of the
youngest (3 dynamical periods) debris streamers. If systematics can be
controlled, planned large-aperture telescopes such as CELT and OWL may allow
fainter trails to be detected routinely and thus used for statistical studies
such as those required for tests of galaxy formation.","Kathryn V. Johnston, Penny D. Sackett, James S. Bullock",2001,2025-09-24T21:09:16,"Background, Motivation"
11,0.8346044421195984,astro-ph/0101203,Accretion and emission processes in AGN,"The UV-X continuum, the X-ray spectral features, and the variability in these
bands provide powerful tools for studying the innermost regions of AGNs from
which we gain an insight into the accretion process. In this chapter the
discussion focusses on luminous AGN, i.e. Seyfert galaxies and quasars. The
standard accretion disk model (a stationary geometrically thin disk) is
described, and vertically averaged solutions for the radial structure are
given. The emission of the standard disk is discussed using different
approximations, and it is compared to the observations. This leads to the
conclusion that more complex models are required, such as the irradiated disk
and the disk-corona models. The advantage of this last model is that it
explains the overall UV-X spectral distribution. In the framework of these disk
models, the profile, intensity, and variability properties of the X-ray iron
line can be explained by reprocessing at the surface of the cold disk very
close to the black hole (the ""relativistic disk model""). An alternative
possibility is discussed, where the UV-X continuum is produced by a
quasi-spherical distribution of dense clouds surrounded by (or embedded in) a
hot medium. In such a model the iron line profile could be due to
Comptonization instead of relativistic effects.","The UV-X continuum, the X-ray spectral features, and the variability in these
bands provide powerful tools for studying the innermost regions of AGNs from
which we gain an insight into the accretion process. In this chapter the
discussion focusses on luminous AGN, i.e. Seyfert galaxies and quasars. The
standard accretion disk model (a stationary geometrically thin disk) is
described, and vertically averaged solutions for the radial structure are
given. The emission of the standard disk is discussed using different
approximations, and it is compared to the observations. This leads to the
conclusion that more complex models are required, such as the irradiated disk
and the disk-corona models. The advantage of this last model is that it
explains the overall UV-X spectral distribution. In the framework of these disk
models, the profile, intensity, and variability properties of the X-ray iron
line can be explained by reprocessing at the surface of the cold disk very
close to the black hole (the ""relativistic disk model""). An alternative
possibility is discussed, where the UV-X continuum is produced by a
quasi-spherical distribution of dense clouds surrounded by (or embedded in) a
hot medium. In such a model the iron line profile could be due to
Comptonization instead of relativistic effects.",Suzy Collin,2001,2025-09-24T21:09:16,"Background, Motivation"
12,0.8311628103256226,astro-ph/0103503,MLAPM - a C code for cosmological simulations,"We present a computer code written in C that is designed to simulate
structure formation from collisionless matter. The code is purely grid-based
and uses a recursively refined Cartesian grid to solve Poisson's equation for
the potential, rather than obtaining the potential from a Green's function.
Refinements can have arbitrary shapes and in practice closely follow the
complex morphology of the density field that evolves. The timestep shortens by
a factor two with each successive refinement. It is argued that an appropriate
choice of softening length is of great importance and that the softening should
be at all points an appropriate multiple of the local inter-particle
separation. Unlike tree and P3M codes, multigrid codes automatically satisfy
this requirement. We show that at early times and low densities in cosmological
simulations, the softening needs to be significantly smaller relative to the
inter-particle separation than in virialized regions. Tests of the ability of
the code's Poisson solver to recover the gravitational fields of both
virialized halos and Zel'dovich waves are presented, as are tests of the code's
ability to reproduce analytic solutions for plane-wave evolution. The times
required to conduct a LCDM cosmological simulation for various configurations
are compared with the times required to complete the same simulation with the
ART, AP3M and GADGET codes. The power spectra, halo mass functions and
halo-halo correlation functions of simulations conducted with different codes
are compared.","We present a computer code written in C that is designed to simulate
structure formation from collisionless matter. The code is purely grid-based
and uses a recursively refined Cartesian grid to solve Poisson's equation for
the potential, rather than obtaining the potential from a Green's function.
Refinements can have arbitrary shapes and in practice closely follow the
complex morphology of the density field that evolves. The timestep shortens by
a factor two with each successive refinement. It is argued that an appropriate
choice of softening length is of great importance and that the softening should
be at all points an appropriate multiple of the local inter-particle
separation. Unlike tree and P3M codes, multigrid codes automatically satisfy
this requirement. We show that at early times and low densities in cosmological
simulations, the softening needs to be significantly smaller relative to the
inter-particle separation than in virialized regions. Tests of the ability of
the code's Poisson solver to recover the gravitational fields of both
virialized halos and Zel'dovich waves are presented, as are tests of the code's
ability to reproduce analytic solutions for plane-wave evolution. The times
required to conduct a LCDM cosmological simulation for various configurations
are compared with the times required to complete the same simulation with the
ART, AP3M and GADGET codes. The power spectra, halo mass functions and
halo-halo correlation functions of simulations conducted with different codes
are compared.","Alexander Knebe, Andrew Green, James Binney",2001,2025-09-24T21:09:16,"Background, Motivation"
13,0.8310099840164185,astro-ph/0102137,Non-axisymmetric accretion on the classical TTS RW Aur A,"(Abridged) High-resolution spectroscopic monitoring of RW Aur A was carried
out in 1996, 1998 and 1999 with simultaneous B, V photometry. A multicomponent
spectrum is revealed with a veiled photospheric spectrum, broad emissions,
narrow emission lines of helium, and accretion, wind and shell features.
  Periodic modulations in many spectral features were found. The photospheric
absorption lines show sinusoidal variations in radial velocity with an
amplitude of +-6 km/s and a period of about 2.77 days. The radial velocities of
the narrow emission lines of He vary with the same period but in anti-phase to
the photospheric lines. The equivalent widths of the narrow emissions vary with
a phase-shift with respect to the velocity curve. The strength of the
red-shifted accretion components of Na D and other lines is also modulated with
the same period. The broad emission lines of metals vary mostly with the double
period of about 5.5 days.
  One unexpected result is that no correlation was found between the veiling
and the brightness, although both varied in wide ranges. This is partly due to
a contribution of the shell absorption to the photospheric line profiles, which
make them vary in width and depth thus simulating lower veiling.
  Most of the observed features can be interpreted in the framework of
non-axisymmetric magnetospheric accretion. We consider two possible models. In
the first the asymmetry is induced by orbital motion of an invisible, low mass
secondary, which also influences the gasflows around the star, the second
considers rotational modulation of a single star with an inclined or asymmetric
magnetosphere.","(Abridged) High-resolution spectroscopic monitoring of RW Aur A was carried
out in 1996, 1998 and 1999 with simultaneous B, V photometry. A multicomponent
spectrum is revealed with a veiled photospheric spectrum, broad emissions,
narrow emission lines of helium, and accretion, wind and shell features.
  Periodic modulations in many spectral features were found. The photospheric
absorption lines show sinusoidal variations in radial velocity with an
amplitude of +-6 km/s and a period of about 2.77 days. The radial velocities of
the narrow emission lines of He vary with the same period but in anti-phase to
the photospheric lines. The equivalent widths of the narrow emissions vary with
a phase-shift with respect to the velocity curve. The strength of the
red-shifted accretion components of Na D and other lines is also modulated with
the same period. The broad emission lines of metals vary mostly with the double
period of about 5.5 days.
  One unexpected result is that no correlation was found between the veiling
and the brightness, although both varied in wide ranges. This is partly due to
a contribution of the shell absorption to the photospheric line profiles, which
make them vary in width and depth thus simulating lower veiling.
  Most of the observed features can be interpreted in the framework of
non-axisymmetric magnetospheric accretion. We consider two possible models. In
the first the asymmetry is induced by orbital motion of an invisible, low mass
secondary, which also influences the gasflows around the star, the second
considers rotational modulation of a single star with an inclined or asymmetric
magnetosphere.","P. P. Petrov, G. F. Gahm, J. F. Gameiro, R. Duemmler, I. V. Ilyin, T. Laakkonen, M. T. V. T. Lago, I. Tuominen",2001,2025-09-24T21:09:16,"Background, Motivation"
14,0.8307629823684692,astro-ph/0103511,Detached Eclipsing Binaries for Parallax Measurement,"A list of 50 bright Detached Eclipsing Binaries proposed for precise parallax
measurements for the FAME is presented. The eclipsing binaries, with precise
distances and with photometric and double-line spectroscopic orbits determined,
are essential for a full calibration of relations that could be used for very
precise distance determination of globular clusters, LMC, SMC, and perhaps also
M31 and M33.","A list of 50 bright Detached Eclipsing Binaries proposed for precise parallax
measurements for the FAME is presented. The eclipsing binaries, with precise
distances and with photometric and double-line spectroscopic orbits determined,
are essential for a full calibration of relations that could be used for very
precise distance determination of globular clusters, LMC, SMC, and perhaps also
M31 and M33.",Irena Semeniuk,2001,2025-09-24T21:09:16,"Background, Motivation"
15,0.8300537467002869,astro-ph/0101399,The spectral characteristics of the 2dFGRS-NVSS galaxies,"We have analysed the 2dF spectra of a sample of galaxies common to the 2dF
galaxy redshift survey (2dFGRS, Colless 1999) and the NRAO VLA sky survey
(NVSS, Condon et al. 1998). Our sample comprises 88 galaxies selected by Sadler
et al. (1999) from 30 2dFGRS fields observed in 1998. In this paper we discuss
how this and future, much larger, samples of 2dFGRS-NVSS galaxies can be
interpreted via analysis of those galaxies with strong narrow emission lines.
Using diagnostic line ratio measurements we confirm the majority of the eyeball
classifications of Sadler et al. (1999), although many galaxies show evidence
of being `composite' galaxies - a mixture of AGN plus starburst components.","We have analysed the 2dF spectra of a sample of galaxies common to the 2dF
galaxy redshift survey (2dFGRS, Colless 1999) and the NRAO VLA sky survey
(NVSS, Condon et al. 1998). Our sample comprises 88 galaxies selected by Sadler
et al. (1999) from 30 2dFGRS fields observed in 1998. In this paper we discuss
how this and future, much larger, samples of 2dFGRS-NVSS galaxies can be
interpreted via analysis of those galaxies with strong narrow emission lines.
Using diagnostic line ratio measurements we confirm the majority of the eyeball
classifications of Sadler et al. (1999), although many galaxies show evidence
of being `composite' galaxies - a mixture of AGN plus starburst components.","C A Jackson, D M Londish",2001,2025-09-24T21:09:16,"Background, Motivation"
16,0.8299216032028198,astro-ph/0102276,"The Pearson-Readhead Survey of Compact Extragalactic Radio Sources From
  Space. II. Analysis of Source Properties","We have performed a multi-dimensional correlation analysis on the observed
properties of a statistically complete core-selected sample of compact
radio-loud active galactic nuclei, based on data from the VLBI Space Observing
Programme (Paper I) and previously published studies. Our sample is drawn from
the well-studied Pearson-Readhead (PR) survey, and is ideally suited for
investigating the general effects of relativistic beaming in compact radio
sources. In addition to confirming many previously known correlations, we have
discovered several new trends that lend additional support to the beaming
model. These trends suggest that the most highly beamed sources in
core-selected samples tend to have a) high optical polarizations; b) large
pc/kpc-scale jet misalignments; c) prominent VLBI core components; d)
one-sided, core, or halo radio morphology on kiloparsec scales; e) narrow
emission line equivalent widths; and f) a strong tendency for intraday
variability at radio wavelengths. We have used higher resolution space and
ground-based VLBI maps to confirm the bi-modality of the jet misalignment
distribution for the PR survey, and find that the sources with aligned parsec-
and kiloparsec-scale jets generally have arcsecond-scale radio emission on both
sides of the core. The aligned sources also have broader emission line widths.
We find evidence that the BL Lacertae objects in the PR survey are all highly
beamed, and have very similar properties to the high-optically polarized
quasars, with the exception of smaller redshifts. A cluster analysis on our
data shows that after partialing out the effects of redshift, the luminosities
of our sample objects in various wave bands are generally well-correlated with
each other, but not with other source properties.","We have performed a multi-dimensional correlation analysis on the observed
properties of a statistically complete core-selected sample of compact
radio-loud active galactic nuclei, based on data from the VLBI Space Observing
Programme (Paper I) and previously published studies. Our sample is drawn from
the well-studied Pearson-Readhead (PR) survey, and is ideally suited for
investigating the general effects of relativistic beaming in compact radio
sources. In addition to confirming many previously known correlations, we have
discovered several new trends that lend additional support to the beaming
model. These trends suggest that the most highly beamed sources in
core-selected samples tend to have a) high optical polarizations; b) large
pc/kpc-scale jet misalignments; c) prominent VLBI core components; d)
one-sided, core, or halo radio morphology on kiloparsec scales; e) narrow
emission line equivalent widths; and f) a strong tendency for intraday
variability at radio wavelengths. We have used higher resolution space and
ground-based VLBI maps to confirm the bi-modality of the jet misalignment
distribution for the PR survey, and find that the sources with aligned parsec-
and kiloparsec-scale jets generally have arcsecond-scale radio emission on both
sides of the core. The aligned sources also have broader emission line widths.
We find evidence that the BL Lacertae objects in the PR survey are all highly
beamed, and have very similar properties to the high-optically polarized
quasars, with the exception of smaller redshifts. A cluster analysis on our
data shows that after partialing out the effects of redshift, the luminosities
of our sample objects in various wave bands are generally well-correlated with
each other, but not with other source properties.","M. L. Lister, S. J. Tingay, R. A. Preston",2001,2025-09-24T21:09:16,"Background, Motivation"
17,0.8295873403549194,astro-ph/0103205,The Evolution of Stellar Exponential Discs,"Models of disc galaxies which invoke viscosity-driven radial flows have long
been known to provide a natural explanation for the origin of stellar
exponential discs, under the assumption that the star formation and viscous
timescales are comparable. We present models which invoke simultaneous star
formation, viscous redistribution of gas and cosmologically-motivated gaseous
infall and explore the predictions such models make for the scale length
evolution and radial star formation history of galactic stellar discs. While
the inclusion of viscous flows is essential for ensuring that the stellar disc
is always exponential over a significant range in radius, we find that such
flows play essentially no role in determining the evolution of the disc scale
length. In models in which the main infall phase precedes the onset of star
formation and viscous evolution, we find the exponential scale length to be
rather invariant with time. On the other hand, models in which star
formation/viscous evolution and infall occur concurrently result in a smoothly
increasing scale length with time, reflecting the mean angular momentum of
material which has fallen in at any given epoch. The disc stellar populations
in these models are predominantly young (ie. ages < 5 Gyr) beyond a few scale
lengths. In both cases, viscous flows are entirely responsible for transporting
material to very large radii. We discuss existing observational constraints on
these models from studies of both local and moderate redshift disc galaxies. In
particular, a good agreement is found between the solar neighbourhood star
formation history predicted by our infall model and the recent observational
determination of this quantity by Rocha-Pinto et al (2000).","Models of disc galaxies which invoke viscosity-driven radial flows have long
been known to provide a natural explanation for the origin of stellar
exponential discs, under the assumption that the star formation and viscous
timescales are comparable. We present models which invoke simultaneous star
formation, viscous redistribution of gas and cosmologically-motivated gaseous
infall and explore the predictions such models make for the scale length
evolution and radial star formation history of galactic stellar discs. While
the inclusion of viscous flows is essential for ensuring that the stellar disc
is always exponential over a significant range in radius, we find that such
flows play essentially no role in determining the evolution of the disc scale
length. In models in which the main infall phase precedes the onset of star
formation and viscous evolution, we find the exponential scale length to be
rather invariant with time. On the other hand, models in which star
formation/viscous evolution and infall occur concurrently result in a smoothly
increasing scale length with time, reflecting the mean angular momentum of
material which has fallen in at any given epoch. The disc stellar populations
in these models are predominantly young (ie. ages < 5 Gyr) beyond a few scale
lengths. In both cases, viscous flows are entirely responsible for transporting
material to very large radii. We discuss existing observational constraints on
these models from studies of both local and moderate redshift disc galaxies. In
particular, a good agreement is found between the solar neighbourhood star
formation history predicted by our infall model and the recent observational
determination of this quantity by Rocha-Pinto et al (2000).","Annette Ferguson, Cathie Clarke",2001,2025-09-24T21:09:16,"Background, Motivation"
18,0.8288514614105225,astro-ph/0102160,"Measuring the galaxy power spectrum with multiresolution decomposition
  -- II. diagonal and off-diagonal power spectra of the LCRS galaxies","The power spectrum estimator based on the discrete wavelet transform (DWT)
for 3-dimensional samples has been studied. The DWT estimator for
multi-dimensional samples provides two types of spectra with respect to
diagonal and off-diagonal modes, which are very flexible to deal with
configuration-related problems in the power spectrum detection. With simulation
samples and mock catalogues of the Las Campanas redshift survey (LCRS), we show
(1) the slice-like geometry of the LCRS doesn't affect the off-diagonal power
spectrum with ``slice-like'' mode; (2) the Poisson sampling with the LCRS
selection function doesn't cause more than 1-$\sigma$ error in the DWT power
spectrum; and (3) the powers of peculiar velocity fluctuations, which cause the
redshift distortion, are approximately scale-independent. These results insure
that the uncertainties of the power spectrum measurement are under control. The
scatter of the DWT power spectra of the six strips of the LCRS survey is found
to be rather small. It is less than 1-$\sigma$ of the cosmic variance of mock
samples in the wavenumber range $0.1 < k < 2$ h Mpc$^{-1}$. To fit the detected
LCRS diagonal DWT power spectrum with CDM models, we find that the best-fitting
redshift distortion parameter $\beta$ is about the same as that obtained from
the Fourier power spectrum. The velocity dispersions $\sigma_v$ for SCDM and
$\Lambda$CDM models are also consistent with other $\sigma_v$ detections with
the LCRS. A systematic difference between the best-fitting parameters of
diagonal and off-diagonal power spectra has been significantly measured. This
indicates that the off-diagonal power spectra are capable of providing
information about the power spectrum of galaxy velocity field.","The power spectrum estimator based on the discrete wavelet transform (DWT)
for 3-dimensional samples has been studied. The DWT estimator for
multi-dimensional samples provides two types of spectra with respect to
diagonal and off-diagonal modes, which are very flexible to deal with
configuration-related problems in the power spectrum detection. With simulation
samples and mock catalogues of the Las Campanas redshift survey (LCRS), we show
(1) the slice-like geometry of the LCRS doesn't affect the off-diagonal power
spectrum with ``slice-like'' mode; (2) the Poisson sampling with the LCRS
selection function doesn't cause more than 1-$\sigma$ error in the DWT power
spectrum; and (3) the powers of peculiar velocity fluctuations, which cause the
redshift distortion, are approximately scale-independent. These results insure
that the uncertainties of the power spectrum measurement are under control. The
scatter of the DWT power spectra of the six strips of the LCRS survey is found
to be rather small. It is less than 1-$\sigma$ of the cosmic variance of mock
samples in the wavenumber range $0.1 < k < 2$ h Mpc$^{-1}$. To fit the detected
LCRS diagonal DWT power spectrum with CDM models, we find that the best-fitting
redshift distortion parameter $\beta$ is about the same as that obtained from
the Fourier power spectrum. The velocity dispersions $\sigma_v$ for SCDM and
$\Lambda$CDM models are also consistent with other $\sigma_v$ detections with
the LCRS. A systematic difference between the best-fitting parameters of
diagonal and off-diagonal power spectra has been significantly measured. This
indicates that the off-diagonal power spectra are capable of providing
information about the power spectrum of galaxy velocity field.","Xiao-Hu Yang, Long-Long Feng, Yao-Quan Chu, Li-Zhi Fang",2001,2025-09-24T21:09:16,"Background, Motivation"
19,0.8287456035614014,astro-ph/0103438,"X-rays and accretion discs as probes of the strong gravity of black
  holes","The observations and interpretation of broad iron lines in the X-ray spectra
of Seyfert 1 galaxies are reviewed. The line profiles observed from
MCG--6-30-15 and NGC 3516 show extended red wings to the line explained by
large gravitational redshifts. The results are consistent with the emission
expected from an X-ray irradiated flat accretion disc orbiting very close to a
black hole. Results from XMM-Newton and Chandra are presented and the
possibility of broad oxygen lines discussed.","The observations and interpretation of broad iron lines in the X-ray spectra
of Seyfert 1 galaxies are reviewed. The line profiles observed from
MCG--6-30-15 and NGC 3516 show extended red wings to the line explained by
large gravitational redshifts. The results are consistent with the emission
expected from an X-ray irradiated flat accretion disc orbiting very close to a
black hole. Results from XMM-Newton and Chandra are presented and the
possibility of broad oxygen lines discussed.",A. C. Fabian,2001,2025-09-24T21:09:16,"Background, Motivation"
